revolving_util,age,past_due_30_59,debt_ratio,monthly_income,open_credit_lines,times_90_late,real_estate_loans,past_due_60_89,dependents
-0.10255813813004118,-0.04551193762346034,-0.03432330637951203,0.0219358499836755,-0.0011507343885165792,0.011747479288257714,-0.05371353715877179,-0.000598019321395403,-0.04903041039805702,-0.005130121871768688
-0.027627761112720854,-0.1492999325663593,-0.018037794008677045,0.014128691763695713,-0.004950548879634137,-0.03127335109057239,0.0,-0.014183944880997331,0.0,0.003039859730191036
-0.11085358616639651,-0.0239248380211817,-0.08816238465725404,-0.010270398706802991,-0.026902868560595844,-0.018448594124959174,1.3877787807814458e-18,-0.013037742456394058,-0.04099963801911208,-0.0006139741398637572
-0.029521681916079158,-0.043361179332741535,-5.551115123125783e-18,0.0144513710984225,-0.001982237909471658,0.0001833197937222794,-0.10924219061697756,-0.007598496991131758,0.0,-0.0022219922365774246
-0.06538759715331476,-0.0505353197508978,-0.06651193405972149,0.012858863257985211,-0.004139443024746477,0.015383987063652202,1.6653345369377347e-17,0.0005322892402209789,1.9428902930940238e-17,-0.0047069424456866295
-0.18888354505760713,-0.03734622922915621,0.0,-0.01192664937917023,-0.011994128261820816,-0.011673472647619252,0.0,-0.0293139701597875,0.0,-0.009156678104322797
-0.09589535002579659,-0.024218069474671255,-0.019084763407535055,-0.014687131387157526,-0.016994254548778825,-0.021110062224835614,1.3877787807814458e-18,-0.0044056846917262735,6.938893903907228e-18,-0.0003171880565722818
0.054363563656894556,0.008829753400380247,0.03137599416847214,-0.0006777686461658328,0.006723571540814455,0.012925704684099915,0.08635547111210033,0.0006646737827317728,0.04789653190236899,0.0005929607784310953
-0.11115615849862917,0.04579006773486136,-0.030146326900349397,-0.007272897569425207,0.003645144707070269,-0.013936061480111913,-2.7755575615628915e-18,0.003589377953306108,-0.04516112797015493,-0.003855830742386976
-0.11352209368607591,0.041305925349965515,0.15705100686465512,0.02110411881827271,-0.014783150188098365,-0.0026426106162915687,-0.03291525735115182,-0.01282585436334589,0.0,0.0021867820084684186
-0.1005687359083171,0.024950765620728028,-0.022543939924424848,0.01772953175861893,-0.0009447342753894472,-0.021448532702219955,2.2204460492503132e-17,-0.007865920328165799,-0.03617821448096457,-0.0009669589929481081
-0.08515819101549804,0.01248710943422785,-0.06090694880736545,-0.008373561498881636,-0.02399350699299923,0.03239286117409529,-0.0384932419625929,-0.02381359100597379,0.0,-0.014713117046868066
-0.14633367757317634,-0.034241996452724924,-0.03618136084171225,-0.008596668056391673,-0.0008830040747555126,-0.009194256731522193,-0.057255076280691354,-0.007202272423750529,-0.03986173436209518,-0.004090195816267658
0.2266780969264115,-0.04413738231478147,-0.0850777090111599,-0.10222880502983984,-0.011924795460819888,0.05465604396640651,-0.03238753805333419,0.004490007967785542,0.0,0.0007139041452486561
-0.042647034087413944,-0.03306200243022055,-0.06950852379869524,-0.002536652942056962,0.03664466508510435,-0.018168598407186397,-0.03921179312854258,-0.01001131636520958,-0.08430686137015868,-0.0005535185911281603
0.35752400201693624,0.03911789593717951,-0.01612583270678857,-0.0003781006275483167,0.028362192695567966,-0.004175551877699002,-2.2204460492503132e-17,0.02725491398926868,0.0,0.015923993393554235
0.0978413442488996,0.03274512165668751,-0.04674987395801934,-0.0274705553995353,0.006944940144673678,-0.028580176176354284,-2.2204460492503132e-17,-0.001580532758716463,-0.032430424257834004,0.004122815177693357
0.20810889668856936,-0.017599422748755894,-0.09725097809353567,0.008846121329996343,0.046341328426735356,-0.06538981227852007,3.8857805861880476e-17,0.034823230517027806,3.8857805861880476e-17,-0.004135122535174146
-0.06188247992821089,-0.03262986531346367,0.0,-0.013428732570865904,-0.020354415832142054,-0.019523132828149263,-0.060598662048196014,-0.007605826777383612,1.3877787807814458e-18,-0.0012574597090781146
-0.009269911777643114,0.00027995498440219757,-0.029964421689014937,-0.015986663135161477,-0.0010076640371255107,-0.030056633005084366,-3.3306690738754695e-17,0.006785568879240695,-2.7755575615628914e-17,-0.007498378303975028
0.2285752651386271,0.05535137088257276,-0.03051144279631639,0.07544995996907763,-0.00940252017666865,-0.03511389155757373,-4.4408920985006264e-17,0.005885124013051512,-1.1102230246251566e-17,0.011055791388980062
-0.1522907119231303,0.036046876286503306,-0.016223313384764147,-0.011298474956922894,0.0030399703399538874,-0.012911272672975788,-2.7755575615628915e-18,0.004701412953117945,0.0,-0.0016119920338230121
0.2785239471481804,0.05014081292670576,-0.033472661475984836,0.0036000735101956336,-0.003092611532507461,-0.02961904537508262,-0.038529522562001,-0.01615794518259272,-5.551115123125783e-17,1.3835830754749256e-05
0.048746041167280714,-0.05979190947010934,2.7755575615628914e-17,-0.025744052629214764,-0.028443542250692518,-0.01478181149283474,-0.04057999778114403,0.005211675426562368,-0.03176287064427674,-0.00180700351438991
0.12001670437121967,-0.265356280063059,-0.06668410314305458,-0.046326026523390434,-0.019799839702809602,-0.011048343805450538,5.551115123125783e-17,0.025232786512543924,-0.04650394309226045,-0.014571597790138358
-0.08089941180540519,-0.04163042399426455,-0.029519142750039466,-0.012275529529277263,-0.00786476224175024,-0.013238850841075728,6.938893903907229e-19,0.00014138169787346124,2.0816681711721684e-18,-0.005376005827481977
-0.046187519006395325,0.011428489048863177,-0.045130552543104704,-0.01446551274213076,-0.022454562213186723,0.0204332374307613,2.7755575615628914e-17,-0.00592346355919412,-0.0346268394279,0.0005838535116796884
0.13043327303001304,-0.12529186532100994,-0.060260745063116516,-0.0006070584380603261,-0.006693912239704836,-0.027449964109779235,-0.04692060541981513,-0.009091685001156941,-0.042437830425547274,-0.0028404374566743384
-0.08805749136514854,-0.025894704664158656,-0.03632652989391498,-0.021635987175591058,-0.00532519986420771,0.014977362937108999,-6.938893903907228e-18,-0.007828827007053589,-5.551115123125783e-18,-0.004599269785292033
0.010014460697301752,-0.050165721288417175,0.2679803872472143,0.02672722582769176,-0.0024125080763766293,-0.005436688069889406,0.0,0.002456624012185449,0.0,0.0124576166661732
0.01198827547206595,-0.026014314925232374,-0.09776313547988665,-0.013712040766967849,-0.007469611377657589,-0.011692745025375453,-2.7755575615628915e-18,-0.004847302174993755,-4.163336342344337e-18,-0.0010346122356974588
0.10228486450805938,0.006878072840707838,6.661338147750939e-17,0.00676085507888351,0.013707321520869741,0.01409320469486638,0.07760617903642338,0.004950842068017436,0.06708713131467273,0.003196816888347054
-0.08562000498451365,-0.040839351355658186,-0.02200850820600394,-0.014791564685592016,-0.010555767853270722,0.004053504329254784,-0.044944330717837586,-0.0076348268742292905,0.0,-0.005357797885168625
0.12860217420758419,0.05761453827171803,0.0,-0.0520788035853315,-0.012806349683051887,0.046660523879266703,0.0,-0.0016118814805376803,1.1102230246251566e-17,0.0031866973641465957
-0.05549290683382957,0.012951838458868914,-0.057697752470749465,-0.011585471284427811,-0.015352597815570978,-0.004306088027642709,3.053113317719181e-17,0.00216782288313548,2.6367796834847467e-17,0.0022114843750037473
